관측년월일,댐코드,댐명,저수위,저수량,유입량,총방류량,저수율,전년저수위,예년저수위,예년저수량,강수량,금년누가강우량,전년누가강우량,예년평균누가강우량,발전방류량,여수로방류량,기타방류량1,기타방류량2,기타방류량3,취수량1,취수량2,취수량3,outlet방류량,07시강수량,예년강수량,기타발전방류량
2025-11-07,3008110,대청,75.089,1105.2745,26.364,26.364,74.18,74.2768,72.6063,1055.1504,0,1182.7152,1275.3569,1163.7141,14.65,0,0,0,0,6.052,4.754,0.908,0,,1.3959,0
2025-11-06,3008110,대청,75.089,1105.2745,28.121,33.117,74.18,74.2869,72.6205,1055.7654,0,1182.7152,1275.3569,1162.3182,21.45,0,0,0,0,6.064,4.698,0.905,0,,2.5758,0
2025-11-05,3008110,대청,75.0959,1105.7061,31.616,32.63,74.21,74.305,72.6349,1056.8681,0,1182.7152,1275.3569,1159.7424,21.444,0,0,0,0,5.59,4.691,0.905,0,,1.5673,0
2025-11-04,3008110,대청,75.0973,1105.7937,23.616,32.09,74.21,74.3228,72.6496,1057.9531,0,1182.7152,1275.3569,1158.1751,21.427,0,0,0,0,5.07,4.742,0.851,0,,0.1808,0
2025-11-03,3008110,대청,75.109,1106.5258,32.367,32.367,74.26,74.3388,72.6711,1058.929,0,1182.7152,1275.3569,1157.9943,21.436,0,0,0,0,6.03,4.68,0.221,0,,0.3454,0
2025-11-02,3008110,대청,75.109,1106.5258,32.962,31.513,74.26,74.3499,72.6883,1059.6064,1.6358,1182.7152,1275.3569,1157.6489,21.459,0,0,0,0,5.405,4.597,0.052,0,,0.4301,0
2025-11-01,3008110,대청,75.107,1106.4007,32.9,32.176,74.26,74.3608,72.7001,1060.2717,1.2242,1181.0794,1274.877,1157.2188,21.448,0,0,0,0,5.949,4.729,0.05,0,,1.3295,0
2025-10-31,3008110,대청,75.106,1106.3381,33.944,31.771,74.25,74.3669,72.7097,1060.6442,0,1179.8552,1271.6237,1155.8893,21.446,0,0,0,0,5.567,4.758,0,0,,1.6979,0
2025-10-30,3008110,대청,75.103,1106.1504,27.946,29.974,74.24,74.3782,72.7263,1061.3344,0,1179.8552,1271.6237,1154.1914,21.447,0,0,0,0,3.831,4.696,0,0,,0.0019,0
2025-10-29,3008110,대청,75.1058,1106.3256,46.401,32.137,74.25,74.379,72.7477,1061.3832,0,1179.8552,1271.6237,1154.1895,21.452,0,0,0,0,6.123,4.562,0,0,,0.0705,0
2025-10-28,3008110,대청,75.0861,1105.0931,45.817,31.996,74.17,74.388,72.7651,1061.9332,0,1179.8552,1271.6237,1154.119,21.446,0,0,0,0,6.019,4.531,0,0,,1.0895,0
2025-10-27,3008110,대청,75.067,1103.899,45.109,32.164,74.09,74.3859,72.782,1061.8048,0,1179.8552,1271.2825,1153.0295,21.446,0,0,0,0,5.984,4.734,0,0,,1.7314,0
2025-10-26,3008110,대청,75.0491,1102.7806,48.428,173.709,74.01,74.3781,72.7961,1061.3283,0.055,1179.8552,1269.7228,1151.2981,163.324,0,0,0,0,5.799,4.586,0,0,,0.9421,0
2025-10-25,3008110,대청,75.2219,1113.6049,61.452,213.924,74.74,74.361,72.8176,1060.2839,0,1179.8002,1269.7228,1150.356,203.261,0,0,0,0,5.937,4.726,0,0,,0.9106,0
2025-10-24,3008110,대청,75.4309,1126.7785,72.159,225.739,75.62,74.336,72.839,1058.7582,0,1179.8002,1269.7228,1149.4454,214.858,0,0,0,0,6.204,4.677,0,0,,0.1204,0
2025-10-23,3008110,대청,75.64,1140.0478,83.154,207.148,76.51,74.283,72.8585,1055.5279,0,1179.8002,1269.7228,1149.325,196.797,0,0,0,0,5.66,4.691,0,0,,0.3418,0
2025-10-22,3008110,대청,75.8078,1150.7609,100.896,221.311,77.23,74.2326,72.8735,1052.4614,0,1179.8002,1268.0882,1148.9832,210.644,0,0,0,0,6.065,4.602,0,0,,6.2968,0
2025-10-21,3008110,대청,75.9699,1161.1648,135.508,220.64,77.93,74.1988,72.8837,1050.4078,0,1179.8002,1247.0394,1142.6864,209.968,0,0,0,0,5.995,4.677,0,0,,2.6609,0
2025-10-20,3008110,대청,76.084,1168.5201,183.332,219.986,78.42,74.1918,72.9,1049.9828,0,1179.8002,1244.4661,1140.0255,209.286,0,0,0,0,6.007,4.693,0,0,,0.9137,0
2025-10-19,3008110,대청,76.133,1171.6871,267.917,210.418,78.64,74.1668,72.9193,1048.4657,0,1179.8002,1244.4661,1139.1118,200.015,0,0,0,0,5.829,4.574,0,0,,0.9101,0
2025-10-18,3008110,대청,76.0561,1166.7191,327.19,224.208,78.3,74.1348,72.9287,1046.5258,15.6697,1179.8002,1234.6372,1138.2017,213.864,0,0,0,0,5.684,4.66,0,0,,1.7686,0
2025-10-17,3008110,대청,75.9179,1157.8215,358.724,205.467,77.71,74.086,72.9368,1043.5714,6.4833,1164.1305,1216.6935,1136.4331,194.746,0,0,0,0,5.984,4.737,0,0,,0.786,0
2025-10-16,3008110,대청,75.7111,1144.5801,427.208,223.586,76.82,74.097,72.9424,1044.2369,29.7864,1157.6472,1216.6935,1135.6471,213.079,0,0,0,0,5.984,4.523,0,0,,2.2759,0
2025-10-15,3008110,대청,75.4342,1126.9872,279.074,224.234,75.64,74.1008,72.9469,1044.4668,2.2539,1127.8608,1216.5444,1133.3712,214.022,0,0,0,0,5.59,4.622,0,0,,1.5026,0
2025-10-14,3008110,대청,75.3592,1122.249,252.434,170.934,75.32,74.0859,72.9545,1043.5653,14.3592,1125.6069,1204.7082,1131.8686,160.94,0,0,0,0,5.383,4.611,0,0,,1.2598,0
2025-10-13,3008110,대청,75.2474,1115.2074,111.622,74.252,74.85,74.097,72.9597,1044.2369,32.6057,1111.2477,1198.0233,1130.6088,64,0,0,0,0,5.752,4.5,0,0,,2.6149,0
2025-10-12,3008110,대청,75.196,1111.9786,74.438,31.547,74.63,74.1169,72.965,1045.4415,2.7793,1078.642,1198.0233,1127.9939,21.461,0,0,0,0,5.474,4.612,0,0,,0.842,0
2025-10-11,3008110,대청,75.1369,1108.2728,90.893,31.664,74.38,74.1369,72.9763,1046.653,0,1075.8627,1198.0233,1127.1519,21.446,0,0,0,0,5.626,4.592,0,0,,0.8983,0
2025-10-10,3008110,대청,75.0551,1103.1554,110.185,31.507,74.04,74.1549,72.9873,1047.7441,0,1075.8627,1198.0233,1126.2536,21.441,0,0,0,0,5.462,4.604,0,0,,0.8915,0
2025-10-09,3008110,대청,74.9461,1096.3577,160.581,31.916,73.58,74.1739,72.9987,1048.8965,0.0663,1075.8627,1197.9863,1125.3621,21.442,0,0,0,0,5.926,4.548,0,0,,0.5404,0
2025-10-08,3008110,대청,74.767,1085.241,277.031,31.326,72.83,74.1889,72.999,1049.8068,0.4559,1075.7964,1197.92,1124.8217,21.443,0,0,0,0,5.335,4.548,0,0,,2.3966,0
2025-10-07,3008110,대청,74.422,1064.0121,293.277,30.736,71.41,74.2031,72.996,1050.6689,17.5244,1075.3405,1197.92,1122.4251,21.487,0,0,0,0,4.804,4.445,0,0,,2.4627,0
2025-10-06,3008110,대청,74.0489,1041.3285,95.463,31.232,69.89,74.2109,72.9719,1051.1427,19.8639,1057.8161,1194.0619,1119.9624,21.449,0,0,0,0,5.231,4.552,0,0,,3.9309,0
2025-10-05,3008110,대청,73.9569,1035.779,86.24,32.01,69.52,74.2218,72.9464,1051.805,2.9389,1037.9522,1193.7294,1116.0315,21.435,0,0,0,0,6.018,4.557,0,0,,4.6352,0
2025-10-04,3008110,대청,73.879,1031.0936,64.835,31.492,69.2,74.228,72.9631,1052.1818,2.6407,1035.0133,1193.7294,1111.3963,21.464,0,0,0,0,5.451,4.577,0,0,,1.7981,0
2025-10-03,3008110,대청,73.831,1028.2127,61.386,32.117,69.01,74.2358,72.9598,1052.6559,19.4303,1032.3726,1193.6769,1109.5982,21.523,0,0,0,0,6.053,4.541,0,0,,3.0487,0
2025-10-02,3008110,대청,73.7888,1025.6839,53.035,32.253,68.84,74.2378,72.9149,1052.7775,0.057,1012.9423,1187.4848,1106.5495,21.445,0,0,0,0,6.169,4.639,0,0,,4.5039,0
2025-10-01,3008110,대청,73.7588,1023.8883,65.979,32.151,68.72,74.239,72.9322,1052.8505,0,1012.8853,1187.4848,1102.0456,21.44,0,0,0,0,6.146,4.565,0,0,,2.7762,0
2025-09-30,3008110,대청,73.7099,1020.9656,80.673,33.036,68.52,74.2501,72.9426,1053.5256,0,1012.8853,1186.7129,1099.2694,22.314,0,0,0,0,6.007,4.662,0.053,0,,1.2289,0
2025-09-29,3008110,대청,73.6409,1016.8497,95.542,32.889,68.24,74.2658,72.9706,1054.4808,0.1676,1012.8853,1186.7129,1098.0405,22.284,0,0,0,0,5.903,4.63,0.072,0,,3.6482,0
2025-09-28,3008110,대청,73.5499,1011.4366,101.596,105.102,67.88,74.2569,72.9909,1053.9392,16.5885,1012.7177,1186.7129,1094.3923,95.505,0,0,0,0,4.953,4.644,0,0,,2.5818,0
2025-09-27,3008110,대청,73.555,1011.7395,80.464,116.868,67.9,74.2468,73.0168,1053.3248,0,996.1292,1186.7129,1091.8105,106.108,0,0,0,0,6.157,4.603,0,0,,3.3482,0
2025-09-26,3008110,대청,73.6079,1014.8848,84.541,114.94,68.11,74.2269,73.0427,1052.1149,0.0578,996.1292,1186.7129,1088.4623,104.236,0,0,0,0,6.007,4.615,0.082,0,,1.2059,0
2025-09-25,3008110,대청,73.652,1017.5112,80.727,65.556,68.29,74.1839,73.0714,1049.5033,17.2494,996.0714,1186.7129,1087.2564,54.909,0,0,0,0,5.845,4.618,0.184,0,,1.0624,0
2025-09-24,3008110,대청,73.63,1016.2005,76.609,33.092,68.2,74.1228,73.085,1045.7988,5.8927,978.822,1186.7129,1086.194,22.329,0,0,0,0,5.995,4.656,0.112,0,,3.2946,0
2025-09-23,3008110,대청,73.5668,1012.4406,84.41,32.891,67.95,74.004,73.0798,1038.618,0.0525,972.9293,1186.7129,1082.8994,22.282,0,0,0,0,5.972,4.526,0.111,0,,0.7401,0
2025-09-22,3008110,대청,73.4918,1007.9893,125.07,36.155,67.65,73.758,73.0274,1023.8405,0,972.8768,1186.7129,1082.1593,22.543,0,0,0,0,5.984,4.554,3.074,0,,4.2532,0
2025-09-21,3008110,대청,73.3619,1000.3071,226.239,37.771,67.13,72.5617,72.938,953.747,0,972.8768,1186.6466,1077.9061,22.305,0,0,0,0,5.429,4.522,5.515,0,,12.7025,0
2025-09-20,3008110,대청,73.0846,984.0234,235.496,38.074,66.04,70.5809,72.7968,844.1512,37.2366,972.8768,1035.9689,1065.2036,22.317,0,0,0,0,5.798,4.516,5.443,0,,8.2533,0
2025-09-19,3008110,대청,72.7912,966.9662,81.46,37.733,64.9,70.5012,72.7843,839.9103,3.2211,935.6402,1014.6952,1056.9503,22.295,0,0,0,0,5.856,4.424,5.158,0,,0.6499,0
2025-09-18,3008110,대청,72.7258,963.1881,114.122,38.276,64.64,70.4352,72.8146,836.4084,0.6739,932.4191,1012.8884,1056.3004,22.311,0,0,0,0,6.088,4.542,5.335,0,,4.3455,0
2025-09-17,3008110,대청,72.612,956.635,125.127,37.404,64.2,70.4308,72.748,836.1752,23.1892,931.7452,977.1398,1051.9549,22.295,0,0,0,0,5.138,4.569,5.402,0,,11.3795,0
2025-09-16,3008110,대청,72.4798,949.0557,91.562,38.085,63.7,70.4579,72.6232,837.6118,6.4699,908.556,977.1398,1040.5754,22.321,0,0,0,0,5.868,4.515,5.381,0,,7.4313,0
2025-09-15,3008110,대청,72.3989,944.4353,105.194,37.991,63.38,70.4859,72.6506,839.0977,0,902.0861,977.0949,1033.1441,22.277,0,0,0,0,5.914,4.433,5.367,0,,3.4793,0
2025-09-14,3008110,대청,72.2969,938.6289,152.861,38.072,63,70.509,72.6955,840.3248,0.1279,902.0861,977.05,1029.6648,22.303,0,0,0,0,5.88,4.556,5.333,0,,3.316,0
2025-09-13,3008110,대청,72.1218,928.7111,90.613,37.889,62.33,70.527,72.7085,841.2817,21.2623,901.9582,977.05,1026.3488,22.307,0,0,0,0,5.868,4.403,5.311,0,,3.5705,0
2025-09-12,3008110,대청,72.041,924.1558,66.717,38.071,62.02,70.5391,72.5824,841.9254,15.4946,880.6959,976.9995,1022.7783,22.296,0,0,0,0,6.076,4.472,5.227,0,,8.6986,0
2025-09-11,3008110,대청,71.997,921.6808,52.826,37.805,61.86,70.555,72.6009,842.7716,0,865.2013,963.8001,1014.0797,22.304,0,0,0,0,6.134,4.479,4.888,0,,6.0534,0
2025-09-10,3008110,대청,71.9739,920.383,69.869,37.465,61.77,70.5926,72.6328,844.7748,1.6846,865.2013,956.4492,1008.0263,22.317,0,0,0,0,5.382,4.452,5.314,0,,1.8568,0
2025-09-09,3008110,대청,71.924,917.5834,99.381,37.984,61.58,70.619,72.6464,846.1831,7.3415,863.5167,956.4492,1006.1695,22.3,0,0,0,0,5.868,4.505,5.311,0,,3.1335,0
2025-09-08,3008110,대청,71.8292,912.2786,182.35,37.997,61.23,70.6538,72.6178,848.0416,0.3021,856.1752,956.4492,1003.036,22.318,0,0,0,0,5.914,4.503,5.262,0,,2.5245,0
2025-09-07,3008110,대청,71.605,899.8066,122.195,37.765,60.39,70.6858,72.5478,849.7528,31.3739,855.8731,956.4492,1000.5115,22.307,0,0,0,0,5.775,4.442,5.241,0,,5.6275,0
2025-09-06,3008110,대청,71.473,892.5118,29.548,37.845,59.9,70.723,72.5614,851.7448,4.6493,824.4992,955.1457,994.884,22.309,0,0,0,0,6.111,4.476,4.949,0,,6.8444,0
2025-09-05,3008110,대청,71.486,893.2287,36.667,37.944,59.95,70.7599,72.6212,853.7234,0.8555,819.8499,954.4939,988.0396,22.308,0,0,0,0,6.215,4.526,4.895,0,,7.4968,0
2025-09-04,3008110,대청,71.488,893.339,50.58,37.817,59.96,70.8029,72.7704,856.0327,1.0545,818.9944,954.4414,980.5428,22.314,0,0,0,0,6.111,4.481,4.911,0,,4.8624,0
2025-09-03,3008110,대청,71.468,892.2362,66.864,37.672,59.88,70.8342,72.8488,857.7161,4.026,817.9399,954.4414,975.6804,22.289,0,0,0,0,6.019,4.46,4.904,0,,5.8608,0
2025-09-02,3008110,대청,71.4222,889.714,52.601,37.642,59.71,70.8602,72.8468,859.1159,6.5925,813.9139,954.4414,969.8196,22.32,0,0,0,0,6.007,4.394,4.921,0,,6.5466,0
2025-09-01,3008110,대청,71.3987,888.4215,29.285,37.113,59.63,70.894,72.7833,860.9378,21.7629,807.3214,954.3395,963.273,22.298,0,0,0,0,5.429,4.481,4.905,0,,8.7401,0
2025-08-31,3008110,대청,71.411,889.0979,19.246,49.191,59.67,70.932,72.4517,862.9889,3.8219,785.5585,954.3395,954.5329,33.899,0,0,0,0,5.972,4.414,4.906,0,,13.7269,0
2025-08-30,3008110,대청,71.458,891.6852,16.694,49.183,59.84,70.985,72.2823,865.8545,0,781.7366,954.3395,940.806,33.871,0,0,0,0,5.902,4.505,4.905,0,,12.6105,0
2025-08-29,3008110,대청,71.5089,894.4922,21.671,48.59,60.03,71.0379,72.1295,868.7206,0,781.7366,954.3395,928.1955,33.884,0,0,0,0,6.18,3.601,4.925,0,,7.3436,0
2025-08-28,3008110,대청,71.551,896.818,25.39,47.865,60.19,71.083,72.1138,871.1685,0.0525,781.7366,953.6303,920.8519,33.887,0,0,0,0,6.238,2.796,4.944,0,,5.8836,0
2025-08-27,3008110,대청,71.5861,898.7599,37.362,48.13,60.32,71.13,72.0811,873.7241,0,781.6841,953.6303,914.9683,33.898,0,0,0,0,6.158,2.862,5.212,0,,8.9651,0
2025-08-26,3008110,대청,71.6029,899.6902,35.351,48.114,60.38,71.1788,72.0209,876.3824,17.7513,781.6841,953.5778,906.0032,33.916,0,0,0,0,6.192,2.701,5.305,0,,8.3253,0
2025-08-25,3008110,대청,71.6228,900.793,15.078,47.895,60.46,71.2139,72.0411,878.2974,0,763.9328,949.4399,897.6779,33.887,0,0,0,0,5.971,2.757,5.28,0,,7.7187,0
2025-08-24,3008110,대청,71.6739,903.6284,16.827,47.71,60.65,71.241,72.0052,879.7776,0,763.9328,949.395,889.9592,33.883,0,0,0,0,6.053,2.792,4.982,0,,8.2171,0
2025-08-23,3008110,대청,71.7219,906.2967,17.179,47.665,60.83,71.253,72.0537,880.4336,0,763.9328,944.342,881.7421,33.895,0,0,0,0,6.053,2.719,4.998,0,,8.046,0
2025-08-22,3008110,대청,71.7692,908.9307,17.151,47.949,61,71.2639,72.0715,881.0297,0.3976,763.9328,944.2868,873.6961,33.91,0,0,0,0,6.261,2.772,5.006,0,,7.9309,0
2025-08-21,3008110,대청,71.8169,911.5917,20.496,47.853,61.18,71.281,72.0561,881.9653,0,763.5352,941.6445,865.7652,33.9,0,0,0,0,6.146,2.792,5.015,0,,7.2831,0
2025-08-20,3008110,대청,71.8592,913.9553,17.071,48.814,61.34,71.3046,71.9518,883.2575,0.7358,763.5352,933.7133,858.4821,33.968,0,0,0,0,6.204,3.627,5.015,0,,9.2212,0
2025-08-19,3008110,대청,71.9082,916.6979,22.598,49.722,61.52,71.3332,71.8343,884.8251,0,762.7994,932.0713,849.2609,33.896,0,0,0,0,6.111,4.7,5.015,0,,6.7318,0
2025-08-18,3008110,대청,71.95,919.0415,20.914,49.51,61.68,71.385,71.6169,887.6686,0,762.7994,932.0713,842.5291,33.944,0,0,0,0,5.971,4.571,5.024,0,,11.6034,0
2025-08-17,3008110,대청,71.994,921.5122,26.817,49.532,61.85,71.4429,71.5656,890.8534,0,762.7994,932.0713,830.9257,33.87,0,0,0,0,6.019,4.47,5.173,0,,4.2799,0
2025-08-16,3008110,대청,72.0289,923.4748,27.505,49.662,61.98,71.4969,71.4307,893.83,0,762.7994,932.0713,826.6458,33.904,0,0,0,0,5.972,4.403,5.383,0,,11.1434,0
2025-08-15,3008110,대청,72.0629,925.3891,28.461,49.862,62.11,71.5488,71.1477,896.6964,1.8643,762.7994,932.0713,815.5024,33.894,0,0,0,0,6.065,4.519,5.384,0,,8.5416,0
2025-08-14,3008110,대청,72.0957,927.2382,37.986,49.807,62.23,71.5979,71.0018,899.4133,0.057,760.9351,932.0713,806.9608,33.904,0,0,0,0,6.087,4.424,5.392,0,,6.2791,0
2025-08-13,3008110,대청,72.1138,928.2595,39.326,49.651,62.3,71.6515,70.8953,902.3848,1.7964,760.8781,932.0713,800.6817,33.892,0,0,0,0,6.123,4.457,5.179,0,,8.9758,0
2025-08-12,3008110,대청,72.1296,929.1516,38.752,49.41,62.36,71.6748,70.8366,903.6784,1.0679,759.0817,932.0343,791.7059,33.885,0,0,0,0,6.007,4.481,5.037,0,,5.6651,0
2025-08-11,3008110,대청,72.1459,930.0724,53.868,157.308,62.42,71.7272,70.8261,906.5916,4.9376,758.0138,931.9233,786.0408,141.789,0,0,0,0,5.961,4.51,5.048,0,,10.4416,0
2025-08-10,3008110,대청,72.3036,939.0096,158.714,187.944,63.02,71.7728,70.6811,909.1314,3.0405,753.0762,931.9233,775.5992,172.548,0,0,0,0,5.764,4.476,5.156,0,,18.6092,0
2025-08-09,3008110,대청,72.348,941.5351,241.033,249.6,63.19,71.8049,70.5621,910.9218,1.1118,750.0357,931.9233,756.99,233.685,0,0,0,0,6.064,4.426,5.425,0,,7.6833,0
2025-08-08,3008110,대청,72.361,942.2753,247.974,251.072,63.24,71.8349,70.4157,912.5971,0,748.9239,931.9233,749.3067,235.032,0,0,0,0,6.087,4.536,5.417,0,,9.2684,0
2025-08-07,3008110,대청,72.3657,942.543,261.862,249.538,63.26,71.8552,70.1925,913.7317,0,748.9239,931.9233,740.0383,233.715,0,0,0,0,5.926,4.479,5.418,0,,10.9802,0
2025-08-06,3008110,대청,72.347,941.4782,147.443,249.716,63.19,71.8531,70.0938,913.6143,4.8475,748.9239,931.9233,729.0581,233.65,0,0,0,0,6.169,4.472,5.425,0,,9.6362,0
2025-08-05,3008110,대청,72.5018,950.3145,174.43,158.272,63.78,71.8816,70.105,915.2085,1.5485,744.0764,931.8504,719.4219,142.125,0,0,0,0,6.191,4.509,5.447,0,,2.4996,0
2025-08-04,3008110,대청,72.4774,948.9185,129.492,49.572,63.69,71.8977,70.1185,916.1098,19.7962,742.5279,919.9504,716.9223,33.922,0,0,0,0,5.753,4.474,5.423,0,,5.1587,0
2025-08-03,3008110,대청,72.3564,942.0134,55.465,49.271,63.22,71.9147,70.1036,917.0621,39.3977,722.7317,918.4282,711.7636,33.897,0,0,0,0,5.787,4.459,5.128,0,,9.2683,0
2025-08-02,3008110,대청,72.347,941.4782,19.914,49.586,63.19,71.9287,70.0522,917.8468,1.2983,683.334,918.3232,702.4953,33.892,0,0,0,0,6.018,4.588,5.088,0,,4.8642,0
2025-08-01,3008110,대청,72.392,944.0418,25.802,49.574,63.36,71.9348,70.1347,918.1889,0,682.0357,918.3232,697.6311,33.898,0,0,0,0,6.007,4.573,5.096,0,,4.8623,0
2025-07-31,3008110,대청,72.428,946.0957,22.597,48.385,63.5,71.93,70.2095,917.9197,0,682.0357,918.3232,692.7688,32.632,0,0,0,0,6.064,4.587,5.102,0,,3.6542,0
2025-07-30,3008110,대청,72.467,948.3238,30.376,48.383,63.65,71.922,70.2847,917.4712,0,682.0357,918.3232,689.1146,32.636,0,0,0,0,6.031,4.609,5.107,0,,5.332,0
2025-07-29,3008110,대청,72.4942,949.8796,32.598,47.043,63.75,71.898,70.1754,916.1266,0,682.0357,918.3232,683.7826,32.599,0,0,0,0,6.031,4.6,3.813,0,,6.3141,0
2025-07-28,3008110,대청,72.516,951.1276,33.276,237.825,63.83,71.8489,70.1652,913.3795,0,682.0357,918.3232,677.4685,224.026,0,0,0,0,5.937,4.577,3.285,0,,6.646,0
2025-07-27,3008110,대청,72.8229,968.8006,41.777,216.75,65.02,71.7769,70.2504,909.36,0,682.0357,918.3232,670.8225,202.865,0,0,0,0,6.007,4.563,3.315,0,,2.279,0
2025-07-26,3008110,대청,73.0828,983.9183,46.401,244.899,66.03,71.6969,70.2949,904.9064,0,682.0357,912.3081,668.5435,230.844,0,0,0,0,6.099,4.51,3.446,0,,4.5105,0
2025-07-25,3008110,대청,73.3748,1001.0684,67.226,244.916,67.19,71.6079,70.2405,899.9672,0,682.0357,911.3637,664.033,230.506,0,0,0,0,6.134,4.558,3.718,0,,9.3088,0
2025-07-24,3008110,대청,73.6337,1016.4208,83.757,180.713,68.22,71.496,70.1667,893.7803,0,682.0357,907.247,654.7242,166.125,0,0,0,0,6.238,4.612,3.738,0,,4.6215,0
2025-07-23,3008110,대청,73.774,1024.7978,113.926,84.161,68.78,71.3467,70.1419,885.5656,0,682.0357,904.253,650.1027,69.705,0,0,0,0,6.18,4.539,3.737,0,,8.2795,0
2025-07-22,3008110,대청,73.731,1022.2261,164.975,47.04,68.61,71.0352,70.0909,868.5741,0.255,682.0357,903.1908,641.8232,32.635,0,0,0,0,6.099,4.581,3.725,0,,6.1316,0
2025-07-21,3008110,대청,73.56,1012.0365,290.857,47.015,67.92,70.8432,70.108,858.2005,1.5731,681.7807,903.1908,635.6916,32.619,0,0,0,0,6.006,4.692,3.698,0,,6.0176,0
2025-07-20,3008110,대청,73.2032,990.9686,678.21,46.862,66.51,70.639,70.0993,847.2509,1.5281,680.2076,890.9852,629.674,32.622,0,0,0,0,6.054,4.554,3.632,0,,4.8988,0
2025-07-19,3008110,대청,72.258,936.4201,830.271,46.774,62.85,70.705,70.1117,850.7806,43.1691,678.6795,875.7628,624.7752,32.628,0,0,0,0,6.11,4.539,3.497,0,,8.1311,0
2025-07-18,3008110,대청,71.038,868.726,781.521,46.339,58.3,70.3832,70.0234,833.6555,14.93,635.5104,873.1944,616.6441,32.657,0,0,0,0,5.857,4.451,3.374,0,,12.6152,0
2025-07-17,3008110,대청,69.8395,805.2063,410.284,46.034,54.04,70.1583,69.9241,821.8137,95.947,620.5804,850.0762,604.0289,32.649,0,0,0,0,5.833,4.297,3.255,0,,15.1956,0
2025-07-16,3008110,대청,69.224,773.735,75.063,45.812,51.93,69.887,69.7615,807.6674,23.4079,524.6334,848.9526,588.8333,32.658,0,0,0,0,5.764,4.425,2.965,0,,12.2646,0
2025-07-15,3008110,대청,69.1739,771.2077,46.76,45.827,51.76,70.309,69.7652,829.7371,5.6765,501.2255,804.3122,576.5687,32.646,0,0,0,0,5.937,4.339,2.905,0,,10.9244,0
2025-07-14,3008110,대청,69.1723,771.1271,20.209,45.835,51.75,72.2886,69.6322,938.1574,6.8218,495.549,802.9796,565.6443,32.653,0,0,0,0,5.914,4.379,2.889,0,,14.6272,0
2025-07-13,3008110,대청,69.2162,773.3412,12.73,45.955,51.9,74.4718,69.6753,1067.0614,14.8052,488.7272,802.9796,551.0171,32.661,0,0,0,0,5.961,4.43,2.903,0,,10.5281,0
2025-07-12,3008110,대청,69.273,776.2119,10.886,46.066,52.09,76.3781,69.6405,1187.6018,0,473.922,802.8703,540.489,32.591,0,0,0,0,6.134,4.442,2.899,0,,9.4867,0
2025-07-11,3008110,대청,69.333,779.2514,12.037,46.126,52.3,77.9979,69.652,1295.8628,0,473.922,802.7661,531.0023,32.65,0,0,0,0,6.147,4.416,2.913,0,,12.1337,0
2025-07-10,3008110,대청,69.391,782.1968,12.673,46.253,52.5,78.851,69.3618,1355.0326,0,473.922,801.8458,518.8686,32.65,0,0,0,0,6.167,4.51,2.926,0,,20.4723,0
2025-07-09,3008110,대청,69.448,785.098,15.654,46.356,52.69,75.081,68.7505,1104.7742,0,473.922,690.8109,498.3963,32.652,0,0,0,0,6.285,4.496,2.923,0,,19.625,0
2025-07-08,3008110,대청,69.5,787.7507,19.56,46.299,52.87,73.7416,68.4976,1022.8597,0,473.922,648.6106,478.7713,32.647,0,0,0,0,6.272,4.447,2.933,0,,13.6561,0
2025-07-07,3008110,대청,69.5452,790.061,23.11,46.102,53.02,71.4138,68.1849,889.2519,0.3646,473.922,532.9854,465.1152,32.647,0,0,0,0,6.03,4.488,2.937,0,,9.356,0
2025-07-06,3008110,대청,69.584,792.0475,27.2,46.19,53.16,71.299,67.978,882.9508,0,473.5574,500.1504,455.7592,32.662,0,0,0,0,6.042,4.426,3.06,0,,12.3835,0
2025-07-05,3008110,대청,69.616,793.6882,31.543,46.514,53.27,71.257,67.7794,880.6523,0,473.5574,500.1134,443.3757,32.652,0,0,0,0,6.157,4.424,3.281,0,,11.3839,0
2025-07-04,3008110,대청,69.6412,794.9817,29.721,45.6,53.35,71.1658,67.6158,875.6737,0,473.5574,495.0649,431.9918,32.579,0,0,0,0,6.146,4.5,2.375,0,,10.6304,0
2025-07-03,3008110,대청,69.6679,796.3537,41.868,45.439,53.45,70.9361,67.4309,863.2104,0,473.5574,495.0649,421.3614,32.532,0,0,0,0,6.088,4.425,2.394,0,,16.3738,0
2025-07-02,3008110,대청,69.6739,796.6622,44.874,45.41,53.47,70.5924,67.2839,844.7642,0,473.5574,471.003,404.9876,32.532,0,0,0,0,6.112,4.419,2.347,0,,12.6798,0
2025-07-01,3008110,대청,69.6748,796.7085,59.734,45.634,53.47,70.421,67.174,835.6561,0.1105,473.5574,437.0171,392.3078,32.542,0,0,0,0,6.249,4.543,2.3,0,,10.7622,0
2025-06-30,3008110,대청,69.6511,795.4902,83.38,76.187,53.39,70.2422,67.1456,826.2192,0,473.4469,437.0171,381.5456,63.336,0,0,0,0,6.076,4.472,2.303,0,,5.7297,0
2025-06-29,3008110,대청,69.639,794.8687,108.191,75.656,53.35,70.176,67.1651,822.7419,0.073,473.4469,404.1312,375.8159,63.313,0,0,0,0,5.579,4.464,2.3,0,,8.6031,0
2025-06-28,3008110,대청,69.5842,792.0577,78.711,76.22,53.16,70.1912,67.1868,823.5395,5.9478,473.3739,368.4902,367.2128,63.358,0,0,0,0,6.053,4.52,2.289,0,,4.5051,0
